latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
19.3427,76.2785,313.2,1.2,1.1,2024-03-24,1645,Terra,MODIS,87,61.03,295.1,13.1,N,0
19.3441,76.2895,311.8,1.2,1.1,2024-03-24,1645,Terra,MODIS,83,61.03,295.5,11.8,N,0
19.0566,74.1786,313.7,1,1,2024-03-24,1645,Terra,MODIS,87,61.03,293.9,11.4,N,0
18.6337,73.1993,307.7,1,1,2024-03-24,1645,Terra,MODIS,70,61.03,291.9,6.2,N,0
18.6657,74.4225,315.1,1,1,2024-03-24,1645,Terra,MODIS,90,61.03,295.4,12.2,N,0
17.5441,74.2262,310,1,1,2024-03-24,1645,Terra,MODIS,77,61.03,294.6,8.2,N,0
18.7926,75.4324,314.8,1.1,1,2024-03-24,1645,Terra,MODIS,90,61.03,292.2,14.4,N,0
18.4948,74.9919,304.6,1,1,2024-03-24,1645,Terra,MODIS,61,61.03,293.4,4.7,N,0
18.7158,76.7985,306.3,1.2,1.1,2024-03-24,1645,Terra,MODIS,68,61.03,294.3,6.5,N,0
16.0987,79.0607,305.5,1.6,1.2,2024-03-24,1645,Terra,MODIS,56,61.03,295.2,9.1,N,0
18.667,74.4319,310.8,1,1,2024-03-24,1645,Terra,MODIS,80,61.03,295.5,8.8,N,0
17.5907,74.172,305.4,1,1,2024-03-24,1645,Terra,MODIS,60,61.03,294.5,5.2,N,0
18.2702,74.5553,309.6,1,1,2024-03-24,1645,Terra,MODIS,76,61.03,297,6.5,N,0
17.6843,75.3311,307.2,1,1,2024-03-24,1645,Terra,MODIS,45,61.03,295.9,5.8,N,2
17.1479,74.4966,304.2,1,1,2024-03-24,1645,Terra,MODIS,59,61.03,293.9,4.9,N,0
17.1204,76.7791,310,1.2,1.1,2024-03-24,1645,Terra,MODIS,79,61.03,295.4,8.4,N,0
22.3036,76.9321,307.1,1.4,1.2,2024-03-24,1646,Terra,MODIS,69,61.03,293.4,10.2,N,0
22.8069,76.8733,307.1,1.4,1.2,2024-03-24,1646,Terra,MODIS,70,61.03,294.6,9.9,N,0
22.7614,77.3666,308.4,1.5,1.2,2024-03-24,1646,Terra,MODIS,74,61.03,292.1,12.5,N,0
22.9958,79.5773,311.5,2.2,1.4,2024-03-24,1646,Terra,MODIS,83,61.03,290.8,33.4,N,0
22.6755,76.7093,305.2,1.4,1.2,2024-03-24,1646,Terra,MODIS,63,61.03,293.2,8.5,N,0
22.7415,77.3839,327.8,1.5,1.2,2024-03-24,1646,Terra,MODIS,100,61.03,293.2,45.5,N,0
22.5835,76.1853,314.8,1.3,1.1,2024-03-24,1646,Terra,MODIS,90,61.03,296.6,15.2,N,0
22.6836,77.2961,329.6,1.5,1.2,2024-03-24,1646,Terra,MODIS,100,61.03,293.6,49.6,N,0
22.6719,77.385,320.1,1.5,1.2,2024-03-24,1646,Terra,MODIS,42,61.03,293.1,25,N,0
22.6736,77.3994,331,1.5,1.2,2024-03-24,1646,Terra,MODIS,100,61.03,293.4,47.9,N,0
22.6488,77.3734,313.5,1.5,1.2,2024-03-24,1646,Terra,MODIS,33,61.03,292,17,N,0
22.6504,77.3878,317.6,1.5,1.2,2024-03-24,1646,Terra,MODIS,65,61.03,292.5,22.4,N,0
22.6397,77.3893,316.4,1.5,1.2,2024-03-24,1646,Terra,MODIS,80,61.03,293,21.3,N,0
22.6413,77.4037,314.9,1.5,1.2,2024-03-24,1646,Terra,MODIS,51,61.03,293.6,18.5,N,0
22.6429,77.4183,323.4,1.5,1.2,2024-03-24,1646,Terra,MODIS,100,61.03,293.5,34.6,N,0
22.6289,77.3907,324.9,1.5,1.2,2024-03-24,1646,Terra,MODIS,100,61.03,293.2,37.1,N,0
22.6305,77.4052,321.8,1.5,1.2,2024-03-24,1646,Terra,MODIS,100,61.03,293.4,28.4,N,0
22.624,77.3826,314.8,1.5,1.2,2024-03-24,1646,Terra,MODIS,90,61.03,292.8,20.1,N,0
22.6257,77.3969,330.7,1.5,1.2,2024-03-24,1646,Terra,MODIS,100,61.03,294,49,N,0
22.6273,77.4114,317.3,1.5,1.2,2024-03-24,1646,Terra,MODIS,83,61.03,293.2,20,N,0
22.5967,77.4301,320.3,1.5,1.2,2024-03-24,1646,Terra,MODIS,98,61.03,293.5,26.9,N,0
22.5983,77.4446,321.6,1.5,1.2,2024-03-24,1646,Terra,MODIS,100,61.03,293.7,29.7,N,0
22.5751,77.4329,318.1,1.5,1.2,2024-03-24,1646,Terra,MODIS,50,61.03,293.3,23.4,N,0
22.5643,77.4343,309.3,1.5,1.2,2024-03-24,1646,Terra,MODIS,20,61.03,293,11.9,N,0
22.552,77.4213,317.8,1.5,1.2,2024-03-24,1646,Terra,MODIS,69,61.03,293.1,24.2,N,0
22.5536,77.4358,326.1,1.5,1.2,2024-03-24,1646,Terra,MODIS,96,61.03,293.7,38.6,N,0
22.5568,77.4648,318.9,1.5,1.2,2024-03-24,1646,Terra,MODIS,83,61.03,292.7,25.3,N,0
22.5584,77.4794,313.3,1.5,1.2,2024-03-24,1646,Terra,MODIS,60,61.03,291.6,18.1,N,0
22.56,77.494,312.7,1.5,1.2,2024-03-24,1646,Terra,MODIS,80,61.03,290.3,18.9,N,0
22.5208,77.2375,305.6,1.5,1.2,2024-03-24,1646,Terra,MODIS,65,61.03,292.5,9.3,N,0
22.5223,77.2515,305.1,1.5,1.2,2024-03-24,1646,Terra,MODIS,63,61.03,292.8,8.9,N,0
22.5352,77.4676,307.5,1.5,1.2,2024-03-24,1646,Terra,MODIS,72,61.03,290.9,12.3,N,0
22.5412,77.4586,307.2,1.5,1.2,2024-03-24,1646,Terra,MODIS,65,61.03,292,11.8,N,0
22.461,77.1388,304.2,1.4,1.2,2024-03-24,1646,Terra,MODIS,59,61.03,292.6,8.4,N,0
22.4203,77.2063,311.3,1.5,1.2,2024-03-24,1646,Terra,MODIS,82,61.03,293,15.1,N,0
22.4327,77.4053,302.9,1.5,1.2,2024-03-24,1646,Terra,MODIS,52,61.03,292.3,8,N,0
22.4064,77.3652,305,1.5,1.2,2024-03-24,1646,Terra,MODIS,53,61.03,291.5,9,N,0
22.408,77.3795,314.8,1.5,1.2,2024-03-24,1646,Terra,MODIS,90,61.03,292.2,20.8,N,0
22.3957,77.3666,306.2,1.5,1.2,2024-03-24,1646,Terra,MODIS,45,61.03,291,9.9,N,0
22.3973,77.3809,314.1,1.5,1.2,2024-03-24,1646,Terra,MODIS,66,61.03,292.3,19.2,N,0
19.562,73.5768,306.6,1,1,2024-03-24,1646,Terra,MODIS,65,61.03,296.3,4.3,N,0
19.8615,74.7529,316.3,1,1,2024-03-24,1646,Terra,MODIS,93,61.03,296.2,13.2,N,0
20.6969,79.3471,308.1,2,1.4,2024-03-24,1646,Terra,MODIS,73,61.03,295.7,14.3,N,0
21.9073,76.6688,305.6,1.3,1.1,2024-03-24,1646,Terra,MODIS,64,61.03,294.2,8.2,N,0
21.4333,72.9765,309.8,1,1,2024-03-24,1646,Terra,MODIS,77,61.03,296.4,7.8,N,0
22.0353,75.8704,310.8,1.2,1.1,2024-03-24,1646,Terra,MODIS,79,61.03,297.4,9.9,N,0
22.2044,77.1078,305.6,1.4,1.2,2024-03-24,1646,Terra,MODIS,28,61.03,293.6,7.7,N,0
22.21,77.0658,307.4,1.4,1.2,2024-03-24,1646,Terra,MODIS,20,61.03,293.3,9.7,N,0
22.2084,77.0524,303.2,1.4,1.2,2024-03-24,1646,Terra,MODIS,21,61.03,292.5,6.2,N,0
22.269,77.2471,310.6,1.5,1.2,2024-03-24,1646,Terra,MODIS,80,61.03,292.6,16.2,N,0
22.3483,77.4667,311.1,1.5,1.2,2024-03-24,1646,Terra,MODIS,52,61.03,293.4,14.2,N,0
22.3591,77.4653,308.8,1.5,1.2,2024-03-24,1646,Terra,MODIS,59,61.03,292.7,11.6,N,0
22.3574,77.451,320.2,1.5,1.2,2024-03-24,1646,Terra,MODIS,100,61.03,292.9,28.2,N,0
22.3491,77.3795,303.3,1.5,1.2,2024-03-24,1646,Terra,MODIS,40,61.03,291.8,8.1,N,0
22.2955,76.9263,307.1,1.4,1.2,2024-03-24,1646,Terra,MODIS,69,61.03,293,10.3,N,0
22.3532,77.4741,311,1.5,1.2,2024-03-24,1646,Terra,MODIS,81,61.03,293.7,15.4,N,0
22.3516,77.4597,310.2,1.5,1.2,2024-03-24,1646,Terra,MODIS,70,61.03,293.2,13.3,N,0
22.3437,77.388,302,1.5,1.2,2024-03-24,1646,Terra,MODIS,12,61.03,290.8,5.9,N,0
22.3624,77.4583,314.5,1.5,1.2,2024-03-24,1646,Terra,MODIS,89,61.03,292.7,19.2,N,0
22.3608,77.444,313.6,1.5,1.2,2024-03-24,1646,Terra,MODIS,88,61.03,292.8,17.6,N,0
22.3592,77.4296,309,1.5,1.2,2024-03-24,1646,Terra,MODIS,11,61.03,292.6,11.3,N,0
23.6258,73.2465,307.6,1,1,2024-03-24,1647,Terra,MODIS,72,61.03,297.1,6.2,N,0
25.9819,77.1675,308,1.6,1.3,2024-03-24,1647,Terra,MODIS,73,61.03,291.6,13.7,N,0
23.233,75.5936,301.9,1.2,1.1,2024-03-24,1647,Terra,MODIS,45,61.03,290.9,5.6,N,0
25.9708,77.1688,325.9,1.6,1.3,2024-03-24,1647,Terra,MODIS,100,61.03,293.5,45,N,0
23.2316,75.5821,306.6,1.2,1.1,2024-03-24,1647,Terra,MODIS,69,61.03,291.6,9,N,0
24.5053,73.558,304.8,1,1,2024-03-24,1647,Terra,MODIS,62,61.03,293.8,5.4,N,0
24.8089,75.3836,315.4,1.2,1.1,2024-03-24,1647,Terra,MODIS,91,61.03,293.2,16.9,N,0
24.8075,75.3717,308,1.2,1.1,2024-03-24,1647,Terra,MODIS,73,61.03,293.3,9.5,N,0
24.6186,73.7899,306.5,1,1,2024-03-24,1647,Terra,MODIS,68,61.03,294.6,5.8,N,0
25.9592,77.1768,312.7,1.6,1.3,2024-03-24,1647,Terra,MODIS,85,61.03,292.9,19.4,N,0
25.9575,77.1612,314.8,1.6,1.3,2024-03-24,1647,Terra,MODIS,90,61.03,293.6,22.8,N,0
25.9703,77.1754,323.6,1.6,1.3,2024-03-24,1647,Terra,MODIS,100,61.03,293.4,38.9,N,0
25.9686,77.1597,320.4,1.6,1.3,2024-03-24,1647,Terra,MODIS,100,61.03,292.9,32.3,N,0
25.9814,77.1741,313.5,1.6,1.3,2024-03-24,1647,Terra,MODIS,87,61.03,291.9,20.9,N,0
23.2357,75.5868,311,1.2,1.1,2024-03-24,1647,Terra,MODIS,81,61.03,291.2,13.6,N,0
23.3583,75.7643,306,1.2,1.1,2024-03-24,1647,Terra,MODIS,66,61.03,290.9,9.5,N,0
23.8178,77.4076,303,1.6,1.2,2024-03-24,1647,Terra,MODIS,53,61.03,292.5,8.5,N,0
24.2359,73.8421,302.7,2.3,1.5,2024-03-24,2152,Aqua,MODIS,51,61.03,292.7,16,N,0
31.1507,75.9141,316,1.3,1.1,2024-03-25,0452,Terra,MODIS,68,61.03,299.1,14.5,D,0
30.0325,80.4064,301.1,1,1,2024-03-25,0452,Terra,MODIS,19,61.03,289.1,5.2,D,0
30.2873,78.9109,308.1,1,1,2024-03-25,0452,Terra,MODIS,57,61.03,295.9,4.5,D,0
30.3009,79.2121,306.2,1,1,2024-03-25,0452,Terra,MODIS,57,61.03,294.3,4.3,D,0
30.4426,78.3205,310.5,1,1,2024-03-25,0452,Terra,MODIS,60,61.03,293,8,D,0
30.4439,78.3103,307,1,1,2024-03-25,0452,Terra,MODIS,25,61.03,293.2,5.1,D,0
30.9316,77.0867,309.1,1.1,1.1,2024-03-25,0452,Terra,MODIS,47,61.03,298.1,5.8,D,0
29.5926,77.6525,315.5,1.1,1,2024-03-25,0452,Terra,MODIS,64,61.03,302.6,5.3,D,0
29.935,79.4411,310.2,1,1,2024-03-25,0452,Terra,MODIS,57,61.03,297.8,6.5,D,0
28.2251,80.9599,313.1,1.1,1,2024-03-25,0453,Terra,MODIS,58,61.03,299.6,5,D,0
28.778,77.1346,333.5,1.1,1,2024-03-25,0453,Terra,MODIS,85,61.03,303.8,28.9,D,2
28.8543,79.6358,313.3,1,1,2024-03-25,0453,Terra,MODIS,59,61.03,299.6,5.9,D,0
29.0052,79.2372,312.4,1,1,2024-03-25,0453,Terra,MODIS,54,61.03,299.7,7.1,D,0
29.3667,78.1718,319.3,1,1,2024-03-25,0453,Terra,MODIS,70,61.03,303.5,8.9,D,0
28.1965,76.8746,323.8,1.1,1,2024-03-25,0453,Terra,MODIS,71,61.03,307.1,12.6,D,2
22.9498,77.4502,323.3,1,1,2024-03-25,0454,Terra,MODIS,29,61.03,309.5,6.2,D,0
24.4618,73.7618,327.5,1.5,1.2,2024-03-25,0454,Terra,MODIS,73,61.03,308.4,19.8,D,0
24.4633,73.748,334.1,1.5,1.2,2024-03-25,0454,Terra,MODIS,82,61.03,307.5,34.3,D,0
24.1468,79.1058,324.6,1,1,2024-03-25,0454,Terra,MODIS,62,61.03,309.5,7.7,D,0
24.1483,79.0959,324.4,1,1,2024-03-25,0454,Terra,MODIS,61,61.03,310.3,7,D,0
20.7938,85.2605,314,2.8,1.6,2024-03-25,0454,Terra,MODIS,53,61.03,297.8,22.5,D,2
22.549,75.4054,325,1.1,1.1,2024-03-25,0454,Terra,MODIS,58,61.03,311.8,7.1,D,0
22.5081,76.2634,325.9,1,1,2024-03-25,0454,Terra,MODIS,61,61.03,311.2,7.4,D,0
22.6147,75.6049,324.2,1.1,1,2024-03-25,0454,Terra,MODIS,52,61.03,310.6,8,D,2
22.6508,75.3286,327.7,1.1,1.1,2024-03-25,0454,Terra,MODIS,50,61.03,311.6,10.8,D,0
22.4061,77.3826,325.5,1,1,2024-03-25,0454,Terra,MODIS,65,61.03,311.5,7.9,D,0
22.4074,77.3731,330.6,1,1,2024-03-25,0454,Terra,MODIS,75,61.03,313,14.3,D,0
22.4411,77.2777,326.5,1,1,2024-03-25,0454,Terra,MODIS,49,61.03,311.9,7.9,D,0
22.6114,76.5172,331.2,1,1,2024-03-25,0454,Terra,MODIS,74,61.03,312.7,12.6,D,0
22.6127,76.5074,328.8,1,1,2024-03-25,0454,Terra,MODIS,69,61.03,313.8,9,D,0
22.6108,76.587,329.7,1,1,2024-03-25,0454,Terra,MODIS,72,61.03,314.2,10.7,D,0
22.5384,77.4943,326.4,1,1,2024-03-25,0454,Terra,MODIS,54,61.03,310.6,8.2,D,0
22.5397,77.4848,330.9,1,1,2024-03-25,0454,Terra,MODIS,76,61.03,312.3,13.6,D,0
22.8694,76.1131,328.9,1.1,1,2024-03-25,0454,Terra,MODIS,68,61.03,314.3,10.1,D,0
22.8708,76.103,326.6,1.1,1,2024-03-25,0454,Terra,MODIS,61,61.03,313.7,7.3,D,0
22.7095,77.3985,323.5,1,1,2024-03-25,0454,Terra,MODIS,52,61.03,309.2,6,D,0
23.0806,75.4117,323.3,1.1,1.1,2024-03-25,0454,Terra,MODIS,47,61.03,307.7,8.9,D,0
22.8837,77.012,332.9,1,1,2024-03-25,0454,Terra,MODIS,78,61.03,314.7,14.6,D,0
22.8328,77.4344,326.5,1,1,2024-03-25,0454,Terra,MODIS,67,61.03,311.2,8.1,D,0
22.8342,77.4249,327.2,1,1,2024-03-25,0454,Terra,MODIS,69,61.03,311.1,9.1,D,0
23.0746,76.0179,328.9,1.1,1,2024-03-25,0454,Terra,MODIS,68,61.03,312.1,12.2,D,0
22.7121,78.6349,319.2,1,1,2024-03-25,0454,Terra,MODIS,27,61.03,306.2,6.2,D,0
23.1702,75.3538,322.9,1.1,1.1,2024-03-25,0454,Terra,MODIS,46,61.03,309.2,8.8,D,0
22.8872,77.6349,332.4,1,1,2024-03-25,0454,Terra,MODIS,78,61.03,310.8,16.8,D,0
22.8885,77.6254,327.4,1,1,2024-03-25,0454,Terra,MODIS,70,61.03,309.3,10.3,D,0
22.0419,83.7321,320.3,2,1.4,2024-03-25,0454,Terra,MODIS,70,61.03,300.2,24.3,D,2
22.0456,83.7398,320.5,2,1.4,2024-03-25,0454,Terra,MODIS,70,61.03,300,26.2,D,2
22.9276,78.8551,321,1,1,2024-03-25,0454,Terra,MODIS,57,61.03,306.4,7,D,0
22.0678,84.0495,315.9,2.1,1.4,2024-03-25,0454,Terra,MODIS,61,61.03,297.3,19.3,D,0
23.3482,79.6683,328.8,1.1,1,2024-03-25,0454,Terra,MODIS,74,61.03,307.8,15.6,D,0
23.3499,79.6578,324.6,1.1,1,2024-03-25,0454,Terra,MODIS,66,61.03,308.5,9.1,D,0
23.428,79.8711,324,1.1,1,2024-03-25,0454,Terra,MODIS,65,61.03,305.1,13.6,D,0
23.1655,82.3473,318.9,1.5,1.2,2024-03-25,0454,Terra,MODIS,62,61.03,302.1,14.2,D,0
24.4569,73.7547,332.6,1.5,1.2,2024-03-25,0454,Terra,MODIS,80,61.03,307.7,30.4,D,0
19.0279,74.7665,346.8,1.1,1,2024-03-25,0455,Terra,MODIS,91,61.03,308.2,47.4,D,0
18.9065,74.8467,329.3,1.1,1,2024-03-25,0455,Terra,MODIS,69,61.03,308.9,14,D,0
22.0621,76.8251,324.6,1,1,2024-03-25,0455,Terra,MODIS,44,61.03,308.6,7.7,D,0
22.0807,76.3572,327,1,1,2024-03-25,0455,Terra,MODIS,63,61.03,313.5,7.4,D,0
22.0794,76.367,330.2,1,1,2024-03-25,0455,Terra,MODIS,71,61.03,313.2,11.6,D,0
21.8819,77.1153,323.6,1,1,2024-03-25,0455,Terra,MODIS,38,61.03,309.2,6.8,D,0
20.3659,85.3322,320.4,2.9,1.6,2024-03-25,0455,Terra,MODIS,0,61.03,302.8,41.3,D,0
21.5761,70.3856,323.5,2.3,1.5,2024-03-25,0455,Terra,MODIS,53,61.03,306.8,22.9,D,0
21.4536,70.9353,324.1,2.1,1.4,2024-03-25,0455,Terra,MODIS,53,61.03,308.1,21.1,D,0
19.9325,81.8213,315.6,1.6,1.2,2024-03-25,0455,Terra,MODIS,50,61.03,298.7,12.4,D,0
21.1034,72.6408,329.5,1.6,1.2,2024-03-25,0455,Terra,MODIS,0,61.03,309.2,29.7,D,2
20.3193,77.3993,325.2,1,1,2024-03-25,0455,Terra,MODIS,56,61.03,309.8,6.9,D,0
20.1711,78.3878,340.5,1,1,2024-03-25,0455,Terra,MODIS,86,61.03,306.4,31.4,D,0
20.1696,78.3975,328.8,1,1,2024-03-25,0455,Terra,MODIS,72,61.03,305.9,13.2,D,0
19.9484,77.0887,322.9,1,1,2024-03-25,0455,Terra,MODIS,30,61.03,307.3,4.6,D,0
19.9395,77.0873,325.6,1,1,2024-03-25,0455,Terra,MODIS,60,61.03,308.4,7.7,D,0
20.3087,73.9269,327.6,1.3,1.1,2024-03-25,0455,Terra,MODIS,60,61.03,310.1,14.4,D,0
18.5708,82.5984,317,1.9,1.4,2024-03-25,0455,Terra,MODIS,48,61.03,301.4,13.6,D,0
19.7041,74.4433,327.4,1.2,1.1,2024-03-25,0455,Terra,MODIS,50,61.03,311.5,11.5,D,0
19.4988,75.5756,330.6,1,1,2024-03-25,0455,Terra,MODIS,73,61.03,311.5,13.5,D,0
22.0634,76.8155,329.9,1,1,2024-03-25,0455,Terra,MODIS,66,61.03,308.5,14.8,D,0
19.3922,76.1459,328.4,1,1,2024-03-25,0455,Terra,MODIS,67,61.03,310.3,10.5,D,0
19.1111,78.0675,321.9,1,1,2024-03-25,0455,Terra,MODIS,59,61.03,305.4,8.3,D,0
19.3523,76.1623,333.7,1,1,2024-03-25,0455,Terra,MODIS,79,61.03,309,19.3,D,0
19.1496,77.2548,322.6,1,1,2024-03-25,0455,Terra,MODIS,55,61.03,306.6,6.4,D,0
19.1407,77.2534,329.6,1,1,2024-03-25,0455,Terra,MODIS,70,61.03,307.8,14.6,D,0
19.0041,77.9785,322.3,1,1,2024-03-25,0455,Terra,MODIS,60,61.03,304.4,8.6,D,0
19.0029,76.2916,330.1,1,1,2024-03-25,0455,Terra,MODIS,66,61.03,312.2,10.6,D,0
19.0016,76.3009,333.1,1,1,2024-03-25,0455,Terra,MODIS,65,61.03,312.4,14.6,D,0
17.5679,75.8056,329.1,1,1,2024-03-25,0456,Terra,MODIS,69,61.03,307.9,12.1,D,0
17.7629,75.0062,324.7,1.1,1,2024-03-25,0456,Terra,MODIS,59,61.03,305,11.4,D,0
18.2017,76.9793,327.3,1,1,2024-03-25,0456,Terra,MODIS,69,61.03,308.3,10.7,D,0
18.2003,76.9885,323.1,1,1,2024-03-25,0456,Terra,MODIS,56,61.03,307.9,6.6,D,0
18.4512,75.1568,327,1.1,1,2024-03-25,0456,Terra,MODIS,63,61.03,310.2,8.7,D,0
17.4749,80.9001,320.5,1.5,1.2,2024-03-25,0456,Terra,MODIS,68,61.03,303.1,14.3,D,0
17.4726,80.9141,329.1,1.5,1.2,2024-03-25,0456,Terra,MODIS,80,61.03,303.3,32,D,0
17.4619,80.9121,321.8,1.5,1.2,2024-03-25,0456,Terra,MODIS,70,61.03,303,17,D,0
18.0069,75.4412,327.3,1,1,2024-03-25,0456,Terra,MODIS,64,61.03,308.8,10,D,2
17.9924,75.3448,329.7,1,1,2024-03-25,0456,Terra,MODIS,71,61.03,307.6,13.1,D,0
18.0947,74.5318,324.5,1.1,1.1,2024-03-25,0456,Terra,MODIS,58,61.03,306.1,11.9,D,0
15.0684,74.7089,336.4,1,1,2024-03-25,0456,Terra,MODIS,84,61.03,301.9,29.2,D,0
14.7932,77.0527,333.5,1,1,2024-03-25,0456,Terra,MODIS,53,61.03,308.6,20.1,D,0
14.7538,78.1549,324.9,1.1,1.1,2024-03-25,0456,Terra,MODIS,53,61.03,308.8,10.4,D,0
15.0259,76.8591,329.6,1,1,2024-03-25,0456,Terra,MODIS,67,61.03,314.1,9.8,D,0
15.2803,76.0057,327.5,1,1,2024-03-25,0456,Terra,MODIS,63,61.03,312.5,6.7,D,0
15.8339,76.6374,327.8,1,1,2024-03-25,0456,Terra,MODIS,63,61.03,307.8,11.8,D,0
15.6024,78.6997,324.3,1.2,1.1,2024-03-25,0456,Terra,MODIS,56,61.03,302.5,16.8,D,0
16.3818,76.1071,328.1,1,1,2024-03-25,0456,Terra,MODIS,70,61.03,312.1,8.5,D,0
16.6242,74.6503,321.7,1.1,1,2024-03-25,0456,Terra,MODIS,54,61.03,305.4,9.5,D,0
16.1274,78.7026,322,1.2,1.1,2024-03-25,0456,Terra,MODIS,54,61.03,304.7,8.8,D,0
16.137,78.704,332.4,1.2,1.1,2024-03-25,0456,Terra,MODIS,79,61.03,305.7,24.3,D,0
16.1465,78.7054,332.2,1.2,1.1,2024-03-25,0456,Terra,MODIS,79,61.03,305.1,24.2,D,0
16.8664,75.4227,328.5,1,1,2024-03-25,0456,Terra,MODIS,68,61.03,311.9,9.1,D,0
17.5592,74.1968,324.1,1.1,1.1,2024-03-25,0456,Terra,MODIS,55,61.03,306.7,10.4,D,0
17.4054,77.0031,326.6,1,1,2024-03-25,0456,Terra,MODIS,65,61.03,309.8,7.8,D,0
13.1249,77.3346,322.4,1.1,1,2024-03-25,0457,Terra,MODIS,53,61.03,307,5.7,D,0
13.1525,77.8177,322,1.1,1.1,2024-03-25,0457,Terra,MODIS,60,61.03,306.6,7.4,D,0
13.577,77.2208,326.3,1.1,1,2024-03-25,0457,Terra,MODIS,63,61.03,310.6,9.8,D,0
14.358,77.8506,323.5,1.1,1.1,2024-03-25,0457,Terra,MODIS,48,61.03,308.1,6.2,D,0
11.4856,75.7605,317.1,1,1,2024-03-25,0457,Terra,MODIS,63,61.03,301.4,7.1,D,0
11.8454,78.2954,326.3,1.3,1.1,2024-03-25,0457,Terra,MODIS,74,61.03,302.9,22.5,D,0
11.847,78.2849,324.6,1.3,1.1,2024-03-25,0457,Terra,MODIS,71,61.03,302.4,19.9,D,0
11.8476,78.2911,349.2,1.3,1.1,2024-03-25,0457,Terra,MODIS,94,61.03,303.5,72.8,D,0
11.8574,78.2929,323.9,1.3,1.1,2024-03-25,0457,Terra,MODIS,70,61.03,302,18.3,D,0
11.8935,78.4508,322.1,1.3,1.1,2024-03-25,0457,Terra,MODIS,66,61.03,302.4,19.3,D,0
13.1234,77.3444,331.9,1.1,1,2024-03-25,0457,Terra,MODIS,79,61.03,308.8,18.6,D,0
10.3433,77.5301,314.9,1.2,1.1,2024-03-25,0458,Terra,MODIS,45,61.03,301,9.1,D,0
8.3351,77.4478,324.4,1.3,1.1,2024-03-25,0458,Terra,MODIS,76,61.03,304.7,18.8,D,0
9.6352,77.3948,328.7,1.2,1.1,2024-03-25,0458,Terra,MODIS,80,61.03,305.3,28.4,D,0
10.0804,77.0198,318.7,1.1,1.1,2024-03-25,0458,Terra,MODIS,67,61.03,301.3,13.8,D,0
10.2048,77.4841,315.5,1.2,1.1,2024-03-25,0458,Terra,MODIS,62,61.03,298.5,12.1,D,0
10.2334,77.2941,322.3,1.2,1.1,2024-03-25,0458,Terra,MODIS,65,61.03,304.2,17.2,D,0
10.2427,77.296,320.6,1.2,1.1,2024-03-25,0458,Terra,MODIS,48,61.03,301.1,14.3,D,0
10.2973,77.4184,317.6,1.2,1.1,2024-03-25,0458,Terra,MODIS,61,61.03,306.3,9.7,D,0
23.4196,92.3812,325.8,2.6,1.5,2024-03-25,0709,Aqua,MODIS,66,61.03,290.4,74.3,D,0
23.4128,92.3781,324.3,2.6,1.5,2024-03-25,0709,Aqua,MODIS,81,61.03,292.1,75.3,D,0
25.6953,93.2518,320.7,2,1.4,2024-03-25,0710,Aqua,MODIS,78,61.03,297.9,33.4,D,0
25.2497,92.9328,338.6,2.1,1.4,2024-03-25,0710,Aqua,MODIS,85,61.03,294.9,113,D,0
25.2457,92.9117,348.6,2.1,1.4,2024-03-25,0710,Aqua,MODIS,95,61.03,297.5,170.2,D,0
25.3091,93.0406,326.1,2.1,1.4,2024-03-25,0710,Aqua,MODIS,52,61.03,288,51.5,D,0
26.8398,95.0544,319.1,1.4,1.2,2024-03-25,0710,Aqua,MODIS,77,61.03,282.7,25.7,D,0
25.6996,93.2438,320.1,2,1.4,2024-03-25,0710,Aqua,MODIS,77,61.03,298.7,29.3,D,0
25.1767,93.1659,310.9,2.1,1.4,2024-03-25,0710,Aqua,MODIS,46,61.03,294.7,19,D,0
25.2219,93.0679,324.4,2.1,1.4,2024-03-25,0710,Aqua,MODIS,72,61.03,297.4,48.2,D,0
25.2113,93.0662,317.4,2.1,1.4,2024-03-25,0710,Aqua,MODIS,43,61.03,296,29.8,D,0
25.2235,93.063,355.3,2.1,1.4,2024-03-25,0710,Aqua,MODIS,98,61.03,297.8,202.8,D,0
22.0364,83.739,302.1,1.4,1.2,2024-03-25,1548,Terra,MODIS,21,61.03,291.4,5.7,N,2
21.9215,83.3467,306.3,1.4,1.2,2024-03-25,1548,Terra,MODIS,68,61.03,295.7,9.7,N,2
22.0465,83.737,304.5,1.4,1.2,2024-03-25,1548,Terra,MODIS,60,61.03,290.9,8.2,N,2
22.6219,77.3672,310.2,3.8,1.8,2024-03-25,1549,Terra,MODIS,14,61.03,293,51.4,N,0
23.8407,84.9487,304.2,1.1,1.1,2024-03-25,1549,Terra,MODIS,59,61.03,293.6,6.4,N,0
23.6799,86.0923,314.8,1,1,2024-03-25,1549,Terra,MODIS,90,61.03,274,15.7,N,2
23.1639,82.3428,309.8,1.6,1.2,2024-03-25,1549,Terra,MODIS,78,61.03,294.9,15.5,N,0
23.1652,82.337,307.9,1.6,1.2,2024-03-25,1549,Terra,MODIS,73,61.03,294.8,13.6,N,0
22.3768,77.4455,307.2,3.8,1.8,2024-03-25,1549,Terra,MODIS,42,61.03,292.3,38.8,N,0
22.3925,77.4416,308.4,3.8,1.8,2024-03-25,1549,Terra,MODIS,41,61.03,292.3,45.4,N,0
